"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\readme-blueprint-generator\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\readme-blueprint-generator\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.readme-blueprint-generator.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\refactor-method-complexity-reduce\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\refactor-method-complexity-reduce\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.refactor-method-complexity-reduce.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\refactor-plan\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\refactor-plan\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.refactor-plan.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\refactor\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\refactor\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.refactor.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\remember-interactive-programming\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\remember-interactive-programming\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.remember-interactive-programming.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\remember\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\remember\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.remember.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\repo-story-time\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\repo-story-time\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.repo-story-time.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\resemble-detect\LICENSE.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\resemble-detect\LICENSE'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.resemble-detect.license'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\resemble-detect\references\api-reference.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\resemble-detect\references\api-reference.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.resemble-detect.references.api-reference.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\resemble-detect\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\resemble-detect\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.resemble-detect.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\review-and-refactor\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\review-and-refactor\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.review-and-refactor.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\empty-strings-handling.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\empty-strings-handling.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.empty-strings-handling.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\no-data-found-exceptions.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\no-data-found-exceptions.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.no-data-found-exceptions.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-nvl-decode-functions.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-nvl-decode-functions.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-nvl-decode-functions.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-parentheses-from-clause.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-parentheses-from-clause.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-parentheses-from-clause.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-rownum-pagination.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-rownum-pagination.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-rownum-pagination.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-sysdate-sequences-dual.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-sysdate-sequences-dual.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-sysdate-sequences-dual.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-sorting.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-sorting.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-to-postgres-sorting.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-timestamp-timezone.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-timestamp-timezone.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-to-postgres-timestamp-timezone.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-to-char-numeric.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-to-char-numeric.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-to-postgres-to-char-numeric.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-type-coercion.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\oracle-to-postgres-type-coercion.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.oracle-to-postgres-type-coercion.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-concurrent-transactions.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-concurrent-transactions.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.postgres-concurrent-transactions.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-materialized-view-refresh.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-materialized-view-refresh.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.postgres-materialized-view-refresh.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-refcursor-handling.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-refcursor-handling.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.postgres-refcursor-handling.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-union-all-planner.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\postgres-union-all-planner.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.postgres-union-all-planner.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\REFERENCE.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\references\REFERENCE.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.references.reference.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\reviewing-oracle-to-postgres-migration\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.reviewing-oracle-to-postgres-migration.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\macros-and-loading.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\macros-and-loading.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.rhino3d-scripts.references.macros-and-loading.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\rhinocommon-map.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\rhinocommon-map.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.rhino3d-scripts.references.rhinocommon-map.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\rhinoscriptsyntax-cheatsheet.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\rhinoscriptsyntax-cheatsheet.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.rhino3d-scripts.references.rhinoscriptsyntax-cheatsheet.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\vbscript-quirks.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\references\vbscript-quirks.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.rhino3d-scripts.references.vbscript-quirks.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\rhino3d-scripts\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.rhino3d-scripts.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","path-qualified-markdown-link"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\roundup-setup\references\config-template.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\roundup-setup\references\config-template.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.roundup-setup.references.config-template.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\roundup-setup\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\roundup-setup\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.roundup-setup.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\roundup\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\roundup\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.roundup.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\ruby-mcp-server-generator\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\ruby-mcp-server-generator\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.ruby-mcp-server-generator.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\ruff-recursive-fix\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\ruff-recursive-fix\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.ruff-recursive-fix.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\rust-mcp-server-generator\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\rust-mcp-server-generator\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.rust-mcp-server-generator.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\salesforce-apex-quality\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\salesforce-apex-quality\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.salesforce-apex-quality.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\salesforce-component-standards\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\salesforce-component-standards\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.salesforce-component-standards.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\salesforce-flow-design\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\salesforce-flow-design\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.salesforce-flow-design.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\sandbox-npm-install\scripts\install.sh.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\sandbox-npm-install\scripts\install.sh'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.sandbox-npm-install.scripts.install.sh'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","path-qualified-wikilink"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\sandbox-npm-install\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\sandbox-npm-install\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.sandbox-npm-install.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\_The Loaded Vibes™ Codex Plugin\.awesome\skills\scaffolding-oracle-to-postgres-migration-test-project\SKILL.md.md","10 PROJECTS","'The Loaded Vibes™ Codex Plugin\.awesome\skills\scaffolding-oracle-to-postgres-migration-test-project\SKILL.md'","'codependentcoding.source.the-loaded-vibes-codex-plugin.awesome.skills.scaffolding-oracle-to-postgres-migration-test-project.skill.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
